Timestamp,3/5/2024 10:38:32 AM
Interval,0.004
Channel name,"Input 0"
Unit,"V"
0,2.2090647677832749
0.004,2.2015849896706641
0.008,2.2051622748549562
0.012,2.2217478698003106
0.016,2.2334553485852666
0.02,2.2259755704726558
0.024,2.2292276479129214
0.028,2.2344309718173463
0.032,2.2308536866330542
0.036,2.218495792360045
0.04,2.2165445458958857
0.044,2.2347561795613728
0.048,2.2438619963941164
0.052,2.2223982852883637
0.056,2.2012597819266375
0.06,2.1980077044863719
0.064,2.2019101974146906
0.068,2.1921539650938939
0.072,2.1879262644215487
0.076,2.2071135213191155
0.08,2.2223982852883637
0.084,2.2090647677832749
0.088,2.1911783418618143
0.092,2.1970320812542923
0.096,2.2168697536399122
0.1,2.227276401448762
0.104,2.2308536866330542
0.108,2.2438619963941164
0.112,2.2679273694520816
0.116,2.2773583940288518
0.12,2.2685777849401347
0.124,2.2692282004281878
0.128,2.281586094701197
0.132,2.2718298623804003
0.136,2.2393090879777446
0.14,2.221422662056284
0.144,2.2253251549846027
0.148,2.2263007782166824
0.152,2.2103655987593811
0.156,2.1986581199744251
0.16,2.2084143522952218
0.164,2.2201218310801778
0.168,2.2080891445511952
0.172,2.189877510885708
0.176,2.1931295883259736
0.18,2.2087395600392483
0.184,2.2162193381518591
0.188,2.2113412219914608
0.192,2.2106908065034077
0.196,2.2149185071757529
0.2,2.2058126903430093
0.204,2.200934574182611
0.208,2.2132924684556201
0.212,2.2295528556569479
0.216,2.2445124118821695
0.22,2.269878615916241
0.224,2.3323185027693398
0.228,2.4321572801854927
0.232,2.5589883003558498
0.236,2.663705193932401
0.24,2.7310231969458982
0.244,2.7063074083998799
0.248,2.5710209868848324
0.252,2.3726442630286328
0.256,2.2116664297354873
0.26,2.1342669866571669
0.264,2.1225595078722108
0.268,2.1391451028175652
0.272,2.1648365145956632
0.276,2.1999589509505313
0.28,2.2269511937047355
0.284,2.2240243240084965
0.288,2.2074387290631421
0.292,2.2103655987593811
0.296,2.2223982852883637
0.3,2.2246747394965496
0.304,2.2240243240084965
0.308,2.2308536866330542
0.312,2.2497157357865945
0.316,2.2568703061551787
0.32,2.247114073834382
0.324,2.2448376196261961
0.328,2.2526426054828335
0.332,2.2653257074998692
0.336,2.2633744610357098
0.34,2.2630492532916833
0.344,2.2741063165885862
0.348,2.2799600559810642
0.352,2.2692282004281878
0.356,2.2646752920118161
0.36,2.2770331862848252
0.364,2.2936187812301796
0.368,2.293293573486153
0.372,2.2880902495817281
0.376,2.2936187812301796
0.38,2.3059766755031887
0.384,2.304350636783056
0.388,2.2971960664144717
0.392,2.3066270909912419
0.396,2.3284160098410212
0.4,2.3349201647215523
0.404,2.3365462034416851
