Timestamp,3/5/2024 9:57:26 AM
Interval,0.004
Channel name,"Input 0"
Unit,"V"
0,2.1267872085445561
0.004,2.1541046590427868
0.008,2.4350841498817317
0.012,2.4032137909671292
0.016,2.1355678176332731
0.02,2.0906891489576083
0.024,2.3986608825507574
0.028,2.4464664209226612
0.032,2.2103655987593811
0.036,2.0923151876777411
0.04,2.3697173933323938
0.044,2.4666293010523077
0.048,2.2497157357865945
0.052,2.0796320856607053
0.056,2.3371966189297382
0.06,2.5124835929600522
0.064,2.3423999428341631
0.068,2.1303644937288482
0.072,2.3092287529434543
0.076,2.5274431491852738
0.08,2.3993112980388105
0.084,2.1550802822748665
0.088,2.2549190596910194
0.092,2.5092315155197866
0.096,2.4211002168885898
0.1,2.155405490018893
0.104,2.1807716940529644
0.108,2.4702065862365998
0.112,2.4519949525711127
0.116,2.1999589509505313
0.12,2.1573567364830524
0.124,2.4578486919635907
0.128,2.4984996599669103
0.132,2.2542686442029662
0.136,2.1381694795854855
0.14,2.4272791640250944
0.144,2.5388254202262033
0.148,2.3209362317284103
0.152,2.1482509196503088
0.156,2.3892298579739872
0.16,2.5238658640009817
0.164,2.2604475913394708
0.168,1.9495489880500827
0.172,2.1528038280666806
0.176,2.5502076912671328
0.18,2.7043561619357206
0.184,2.7567146087239962
0.188,3.0559057332284283
0.192,3.3518447802925948
0.196,3.0126531032728963
0.2,2.3485788899706677
0.204,2.1586575674591586
0.208,2.4116691923118196
0.212,2.4233766710967757
0.216,2.212642052967567
0.22,2.1937800038140267
0.224,2.4981744522228837
0.228,2.5319960576016456
0.232,2.2796348482370377
0.236,2.1635356836195569
0.24,2.4523201603151392
0.244,2.5615899623080622
0.248,2.3440259815542959
0.252,2.1700398385000881
0.256,2.4259783330489881
0.26,2.5973628141509835
0.264,2.4158968929841649
0.268,2.1950808347901329
0.272,2.3853273650456686
0.276,2.611671954888152
0.28,2.4741090791649185
0.284,2.221422662056284
0.288,2.3332941260014195
0.292,2.5973628141509835
0.296,2.5193129555846099
0.3,2.2607727990834974
0.304,2.2890658728138078
0.308,2.5781755572534166
0.312,2.5550858074275311
0.316,2.2971960664144717
0.32,2.2503661512746476
0.324,2.5537849764514249
0.328,2.59768802189501
0.332,2.3524813828989863
0.336,2.2292276479129214
0.34,2.5033777761273086
0.344,2.6071190464717802
0.348,2.3941079741343856
0.352,2.2276016091927886
0.356,2.4750847023969982
0.36,2.6451683525228873
0.364,2.4682553397724405
0.368,2.2526426054828335
0.372,2.4441899667144753
0.376,2.6721605952770915
0.38,2.5378497969941236
0.384,2.2828869256773032
0.388,2.39085589669412
0.392,2.6594774932600558
0.396,2.5872813740861602
0.4,2.3235378936806228
