Timestamp,3/5/2024 10:03:33 AM
Interval,0.004
Channel name,"Input 0"
Unit,"V"
0,2.1606088139233179
0.004,2.0675993991317227
0.008,2.0149157445994206
0.012,2.074753969500307
0.016,2.3316680872812867
0.02,2.7863085134304129
0.024,3.4042032270808704
0.028,4.0526674686698243
0.032,4.6016181405866519
0.036,4.6913754779379815
0.04,4.6930015166581143
0.044,4.6556026260950603
0.048,4.1271400420519058
0.052,3.3352591853472404
0.056,2.6305340040416922
0.06,2.1502021661144681
0.064,1.988899125077296
0.068,1.9836958011728711
0.072,2.0240215614321642
0.076,2.0685750223638024
0.08,2.1017462122545112
0.084,2.1212586768961046
0.088,2.1336165711691137
0.092,2.1358930253772996
0.096,2.1420719725138042
0.1,2.1593079829472117
0.104,2.1820725250290707
0.108,2.192804380581947
0.112,2.2006093664385844
0.116,2.2093899755273014
0.12,2.2152437149197794
0.124,2.2168697536399122
0.128,2.2145932994317263
0.132,2.2279268169368152
0.136,2.2425611654180102
0.14,2.255894682923099
0.144,2.258821552619338
0.148,2.2663013307319488
0.152,2.2796348482370377
0.156,2.2926431579980999
0.16,2.2994725206226576
0.164,2.3108547916635871
0.168,2.3323185027693398
0.172,2.350530136434827
0.176,2.3645140694279689
0.18,2.3749207172368187
0.184,2.3898802734620403
0.188,2.4129700232879259
0.192,2.4211002168885898
0.196,2.4298808259773068
0.2,2.4500437061069533
0.204,2.4757351178850513
0.208,2.4939467515505385
0.212,2.5154104626562912
0.216,2.5437035363866016
0.22,2.5736226488370448
0.224,2.5937855289666913
0.228,2.6178509020246565
0.232,2.6487456377071794
0.236,2.680615996621782
0.24,2.7030553309596144
0.244,2.7079334471200127
0.248,2.7092342780961189
0.252,2.7176896794408094
0.256,2.7245190420653671
0.26,2.7225677956012078
0.264,2.7072830316319596
0.268,2.6809412043658085
0.272,2.6493960531952325
0.276,2.5970376064069569
0.28,2.5381750047381502
0.284,2.4926459205744322
0.288,2.453946199035272
0.292,2.4110187768237665
0.296,2.3723190552846063
0.3,2.344676397042349
0.304,2.32191185496049
0.308,2.3004481438547373
0.312,2.2796348482370377
0.316,2.2747567320766393
0.32,2.2789844327489845
0.324,2.2809356792131439
0.328,2.2754071475646924
0.332,2.2789844327489845
0.336,2.2861390031175688
0.34,2.2858137953735422
0.344,2.2806104714691173
0.348,2.2822365101892501
0.352,2.2910171192779671
0.356,2.2965456509264186
0.36,2.2916675347660203
0.364,2.2939439889742061
0.368,2.3033750135509763
0.372,2.3059766755031887
0.376,2.3017489748308435
0.38,2.293293573486153
0.384,2.3037002212950028
0.388,2.3154077000799589
0.392,2.3163833233120386
0.396,2.3170337388000917
0.4,2.324838724656729
0.404,2.3332941260014195
