Timestamp,3/5/2024 9:50:03 AM
Interval,0.004
Channel name,"Input 0"
Unit,"V"
0,2.3788232101651374
0.004,2.379148417909164
0.008,2.3749207172368187
0.012,2.373294678516686
0.016,2.3775223791890312
0.02,2.3889046502299607
0.024,2.3915063121821731
0.028,2.3859777805337217
0.032,2.3840265340695623
0.036,2.3784980024211109
0.04,2.3840265340695623
0.044,2.3905306889500935
0.048,2.3911811044381466
0.052,2.3911811044381466
0.056,2.3947583896224387
0.06,2.39085589669412
0.064,2.3837013263255358
0.068,2.3788232101651374
0.072,2.376221548212925
0.076,2.3781727946770843
0.08,2.3752459249808453
0.084,2.3739450940047391
0.088,2.3745955094927922
0.092,2.3771971714450046
0.096,2.3830509108374827
0.1,2.3905306889500935
0.104,2.3918315199261997
0.108,2.3801240411412437
0.112,2.3661401081481017
0.116,2.3625628229638096
0.12,2.3632132384518627
0.124,2.3667905236361548
0.128,2.3570342913153581
0.132,2.3521561751549598
0.136,2.3557334603392519
0.14,2.3628880307078362
0.144,2.3658149004040752
0.148,2.3619124074757565
0.152,2.3576847068034112
0.156,2.3557334603392519
0.16,2.3567090835713316
0.164,2.3612619919877034
0.168,2.3771971714450046
0.172,2.3895550657180138
0.176,2.3954088051104918
0.18,2.4045146219432354
0.184,2.4152464774961118
0.188,2.4168725162162445
0.192,2.4227262556087226
0.196,2.4256531253049616
0.2,2.4178481394483242
0.204,2.4132952310319524
0.208,2.4158968929841649
0.212,2.4233766710967757
0.216,2.4276043717691209
0.22,2.431181656953413
0.224,2.4308564492093865
0.228,2.4370353963458911
0.232,2.445165589946555
0.236,2.4516697448270861
0.24,2.4604503539158031
0.244,2.4594747306837235
0.248,2.448092459642794
0.252,2.4461412131786346
0.256,2.4461412131786346
0.26,2.4503689138509799
0.264,2.453946199035272
0.268,2.4503689138509799
0.272,2.4454907976905815
0.276,2.4529705758031923
0.28,2.4828896882536355
0.284,2.5368741737620439
0.288,2.6155744478164706
0.292,2.7027301232155878
0.296,2.8071218090481125
0.3,2.9254974278737791
0.304,3.0149295574810822
0.308,3.0520032403001096
0.312,2.9609450719726738
0.316,2.689396605710499
0.32,2.3801240411412437
0.324,2.1859750179573894
0.328,2.1089007826230954
0.332,2.1072747439029627
0.336,2.1462996731861494
0.34,2.2149185071757529
0.344,2.2750819398206659
0.348,2.3319932950253133
0.352,2.3885794424859341
0.356,2.4279295795131475
0.36,2.4477672518987674
0.364,2.4578486919635907
0.368,2.4630520158680156
0.372,2.462726808123989
0.376,2.4643528468441218
0.38,2.4663040933082812
0.384,2.4711822094686795
0.388,2.4773611566051841
0.392,2.4809384417894762
0.396,2.4822392727655824
0.4,2.485491350205848
0.404,2.4900442586222198
